t,gas_price,power_price,chp.bin,chp.gas,chp.power,chp.heat,chp.natural_gas,chp.hydrogen,electrical_grid.overall_power,electrical_grid.supply_power,electrical_grid.feedin_power,battery_storage.power_balance,battery_storage.charging_power,battery_storage.discharging_power,battery_storage.energy_content,battery_storage.discharge_bin,battery_storage.charge_bin,battery_storage.switch_bin,pv.power,electrolyzer.bin,electrolyzer.hydrogen,electrolyzer.power,electrolyzer.water,electrolyzer.heat,hydrogen_grid.overall_hydrogen,hydrogen_grid.supply_hydrogen,hydrogen_grid.feedin_hydrogen,ngas_grid.overall_ngas,heatpump.bin,heatpump.power,heatpump.heat_output,heatpump.heat_input,heatgrid.overall_heat,heatgrid.supply_heat,heatgrid.feedin_heat,arc01_expanded.power,arc02_expanded.power,arc03_expanded.power,arc04_expanded.power,arc05_expanded.power,arc12_expanded.heat,arc13_expanded.heat,arc14_expanded.power
115,70.037,243.08,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,100.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
116,70.037,240.62,1.0,175.0,60.0,80.0,140.0,35.0,-160.0,0.0,160.0,100.0,0.0,100.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,140.0,-0.0,0.0,0.0,0.0,-80.0,0.0,80.0,60.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0
117,70.037,175.38,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,70.037,147.22,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,70.037,135.45,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,70.037,127.22,-0.0,0.0,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-100.0,100.0,0.0,100.0,0.0,1.0,1.0,0.0,1.0,37.45702567804232,73.15450979197236,11241.604345150756,26.84549020802764,-37.45702567804232,0.0,37.45702567804232,0.0,1.0,26.84549020802764,80.53647062408292,26.84549020802764,-80.53647062408292,0.0,80.53647062408292,0.0,0.0,0.0,100.0,73.15450979197236,80.53647062408292,0.0,26.84549020802764
122,70.037,119.14,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,122.089,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
123,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-100.0,100.0,0.0,222.089,0.0,1.0,-0.0,0.0,1.0,37.45702567804232,73.15450979197236,11241.604345150756,26.84549020802764,-37.45702567804232,0.0,37.45702567804232,0.0,1.0,26.84549020802764,80.53647062408292,26.84549020802764,-80.53647062408292,0.0,80.53647062408292,0.0,0.0,0.0,100.0,73.15450979197236,80.53647062408292,0.0,26.84549020802764
124,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-100.0,100.0,0.0,322.089,0.0,1.0,-0.0,0.0,1.0,37.45702567804232,73.15450979197236,11241.604345150756,26.84549020802764,-37.45702567804232,0.0,37.45702567804232,0.0,1.0,26.84549020802764,80.53647062408292,26.84549020802764,-80.53647062408292,0.0,80.53647062408292,0.0,0.0,0.0,100.0,73.15450979197236,80.53647062408292,0.0,26.84549020802764
125,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.088999999999942,22.088999999999942,0.0,344.17799999999994,0.0,1.0,-0.0,0.0,1.0,66.64000000000001,130.15000000000003,20000.000000000004,47.76100000000002,-66.64000000000001,0.0,66.64000000000001,0.0,1.0,47.76100000000002,143.28300000000004,47.76100000000002,-143.28300000000004,0.0,143.28300000000004,0.0,0.0,0.0,22.088999999999942,130.15000000000003,143.28300000000004,0.0,47.76100000000002
126,70.037,113.54,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,366.26699999999994,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
127,70.037,113.52,-0.0,0.0,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,388.35599999999994,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
128,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,410.44499999999994,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
129,70.037,119.14,0.0,0.0,0.0,0.0,0.0,0.0,199.95884,200.0,0.04116,-22.08899999999999,22.08899999999999,0.0,432.53399999999993,0.0,1.0,0.0,0.04116,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.04116,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
130,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,199.99706,200.0,0.00294,-22.08899999999999,22.08899999999999,0.0,454.62299999999993,0.0,1.0,0.0,0.00294,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.00294,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
131,70.037,113.52,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,476.71199999999993,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
132,70.037,113.52,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,498.80099999999993,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
133,70.037,113.52,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,520.8899999999999,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
134,70.037,113.52,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-100.0,100.0,0.0,620.8899999999999,0.0,1.0,0.0,0.0,1.0,37.45702567804232,73.15450979197236,11241.604345150756,26.84549020802764,-37.45702567804232,0.0,37.45702567804232,0.0,1.0,26.84549020802764,80.53647062408292,26.84549020802764,-80.53647062408292,0.0,80.53647062408292,0.0,0.0,0.0,100.0,73.15450979197236,80.53647062408292,0.0,26.84549020802764
135,70.037,119.14,-0.0,0.0,-0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,642.9789999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
136,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,542.9789999999998,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
137,70.037,153.4,-0.0,0.0,-0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,442.9789999999998,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
138,70.037,153.4,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,342.9789999999998,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
139,70.037,153.4,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,242.97899999999981,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
140,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,142.97899999999981,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
141,70.037,133.18,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,42.978999999999814,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
142,70.037,125.27,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-100.0,100.0,0.0,142.97899999999981,0.0,1.0,1.0,0.0,1.0,37.45702567804232,73.15450979197236,11241.604345150756,26.84549020802764,-37.45702567804232,0.0,37.45702567804232,0.0,1.0,26.84549020802764,80.53647062408292,26.84549020802764,-80.53647062408292,0.0,80.53647062408292,0.0,0.0,0.0,100.0,73.15450979197236,80.53647062408292,0.0,26.84549020802764
143,70.037,127.15,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,165.0679999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
144,70.037,124.78,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,187.1569999999998,0.0,1.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
145,70.037,114.12,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,209.2459999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
146,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,231.3349999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
147,70.037,113.79,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,253.4239999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
148,70.037,111.79,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,275.5129999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
149,70.037,111.78,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,297.6019999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
150,70.037,111.78,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,319.6909999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
151,70.037,111.78,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,341.7799999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
152,70.037,111.78,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,363.8689999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
153,70.037,111.78,0.0,0.0,0.0,0.0,0.0,0.0,199.99118,200.0,0.00882,-22.08899999999999,22.08899999999999,0.0,385.9579999999998,0.0,1.0,0.0,0.00882,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.00882,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
154,70.037,111.78,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,408.0469999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
155,70.037,109.96,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,430.1359999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
156,70.037,109.96,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,452.2249999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
157,70.037,109.96,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,474.3139999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
158,70.037,109.96,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,496.4029999999998,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
159,70.037,111.78,0.0,0.0,0.0,0.0,0.0,0.0,199.90886,200.0,0.09114,-81.50800000000027,81.50800000000027,0.0,577.9110000000001,0.0,1.0,0.0,0.09114,1.0,44.38353876556056,86.6822607504613,13320.3897855824,31.80973924953843,-44.38353876556056,0.0,44.38353876556056,0.0,1.0,31.809739249538428,95.42921774861529,31.80973924953843,-95.42921774861529,0.0,95.42921774861529,0.0,0.09114,0.0,81.50800000000027,86.6822607504613,95.42921774861529,0.0,31.809739249538428
160,70.037,128.57,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,-22.08899999999999,22.08899999999999,0.0,600.0,0.0,1.0,0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,22.08899999999999,130.15,143.28300000000002,0.0,47.761
161,70.037,153.67,-0.0,0.0,-0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,500.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
162,70.037,153.67,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,400.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
163,70.037,153.67,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,300.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
164,70.037,153.67,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,200.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
165,70.037,147.22,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,100.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
166,70.037,133.32,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0,0.0,100.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
167,70.037,127.89,0.0,0.0,0.0,0.0,0.0,0.0,177.911,177.911,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,0.0,130.15,143.28300000000002,0.0,47.761
168,70.037,124.92,0.0,0.0,0.0,0.0,0.0,0.0,177.911,177.911,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,1.0,66.64,130.15,20000.0,47.761,-66.64,0.0,66.64,0.0,1.0,47.761,143.28300000000002,47.761,-143.28300000000002,0.0,143.28300000000002,0.0,0.0,0.0,0.0,130.15,143.28300000000002,0.0,47.761
